course_code,course_name,professor,year,term,n_respondents,Course_Rating,Instructor_Rating,Rigor,Readings,Syllabus,Diverse Perspectives,Discussions,Assignments,Workload,Insights,Time Management,Discussion Diversity,Feedback,Availability,Respect,This course would benefit from more (or less) emphasis on issues of diverse perspectives.,This course would benefit from more (or less) emphasis on international perspectives.,The instructor effectively manages class discussion.,Class lectures clarified the subject material.,Materials Diversity,Sessions,gender
DPI-840M,Analytical Writing for Policy Journals,"Lanson, Jerry",2018,Spring,14,4.5,4.79,4.5,4.71,4.08,4.14,4.29,4.71,4.15,4.64,4.14,4.93,5,5,5,3.71,3.77,4.43,4.43,,,M
BGP-610,The Political Economy of Trade,"Lawrence, Robert",2019,Fall,29,3.79,4.17,4.31,3.82,4.24,3.97,3.97,3.9,3.76,4.28,3.86,4.34,3.66,4.21,4.59,3.59,3.62,4.03,4.34,,,M
BGP-610,The Political Economy of Trade,"Lawrence, Robert",2017,Fall,43,4,4.26,4.17,4,4.09,3.66,3.98,4.07,3.77,4.3,3.86,4.26,4.02,4.38,4.65,3.7,3.67,4.07,4.3,,,M
BGP-610,The Political Economy of Trade,"Lawrence, Robert",2016,Fall,34,4.21,4.41,4.5,4.32,4.47,4.09,4.3,4.32,3.79,4.38,4.47,4.41,4.12,4.33,4.73,3.5,3.58,4.29,4.41,,,M
BGP-610,The Political Economy of Trade,"Lawrence, Robert",2021,Fall,28,4.5,4.71,4.71,4.36,4.71,4.36,4.59,4.57,3.5,4.61,4.54,4.61,4.36,4.59,4.79,3.46,3.57,4.57,4.75,,,M
BGP-610,The Political Economy of Trade,"Lawrence, Robert",2020,Fall,27,4.07,4.33,4.41,4.15,4.37,4.22,4.11,4.3,3.41,4.41,4.15,4.48,4.26,4.37,4.78,3.54,3.63,4.07,4.44,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2015,Fall,41,4.12,4.51,4.59,4.27,4.6,,4.46,4.44,3.85,4.56,4.61,4.34,4.05,4.44,4.61,3.34,3.41,4.34,4.61,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2014,Fall,62,4.09,4.35,4.28,3.88,4.21,,3.96,4.02,3.7,4.4,4.41,4.04,3.68,4.21,4.35,3,3.58,4.21,4.47,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2013,Fall,76,4.21,4.44,4.42,3.96,4.21,,4.28,3.99,3.99,4.42,4.44,4.29,4,4.14,4.46,3.21,3.32,4.29,4.28,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2012,Fall,26,4.5,4.54,4.46,4.15,4.68,,4.31,4.62,3.42,4.65,4.65,4.62,4.12,4.52,4.46,3.56,3.68,4.58,4.77,,,M
ITF-210,The Economics of Trade Policy,"Lawrence, Robert",2011,Fall,10,4.44,4.44,4.22,4.22,4.44,,4.22,4.33,3,4.44,4.33,4.44,4.11,4.33,4.89,3.44,3.56,4.11,4.44,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2011,Fall,22,4.33,4.48,4.45,4.23,4.23,,4.5,4.55,3.59,4.73,4.64,4.59,4.09,4.41,4.55,3.45,3.59,4.45,4.36,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2007,Fall,37,4.24,4.54,4.19,4.14,4.11,,4.19,4.11,4.03,4.49,4.43,4.38,4.32,4.31,4.51,3.51,3.78,4.24,4.35,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2010,Fall,28,4.11,4.41,4.29,4.04,4.44,,4.11,4.46,3.86,4.54,4.32,4.21,4.21,4.22,4.57,3.11,3.3,4.32,4.29,,,M
ITF-210,The Economics of Trade Policy,"Lawrence, Robert",2010,Fall,16,4,4.38,4.25,3.63,3.75,,3.88,3.75,3.31,4.44,4.13,4.44,4,4.19,4.63,3.63,3.75,4.25,4.19,,,M
ITF-210,The Economics of Trade Policy,"Lawrence, Robert",2009,Fall,19,4.22,4.33,4.44,4.28,4.17,,4.35,4.06,3.47,4.61,4.56,4.33,4.17,4.39,4.56,3.39,3.5,4.44,4.39,,,M
ITF-110,The Political Economy of Trade,"Lawrence, Robert",2009,Fall,16,4.69,4.81,4.69,4.38,4.56,,4.69,4.63,3.44,4.81,4.5,4.69,4.5,4.56,4.93,3.33,3.4,4.81,4.69,,,M
BGP 625,The Political Economy of Globalization,"Lawrence, Robert",2022,Fall,12,4.59,4.5,4.5,4.67,4.17,4.34,4.17,4.34,3.5,4.84,4.67,4.67,4.25,4.59,5,,,,,4.67,4.5,M
BGP 610,The Political Economy of Trade,"Lawrence, Robert",2022,Fall,23,4.26,4.27,4.39,4.18,4.26,3.83,4.31,4.27,3.26,4.39,4.39,4.27,4.05,4.22,4.44,,,,,4,4.44,M
API 102 I,"Resources, Incentives, and Choices II Analysis of Public Policy","Lawrence, Robert",2023,Spring,41,4.2,3.76,4.49,3.39,4.52,3.32,4.01,4.18,3.49,4,3.96,3.57,3.72,4.01,4.49,,,,,3.59,4.3,M
API-115,Econometric Methods for Applied Research II,"Layton, Tim",2022,Spring,5,4.8,5,4.8,4.25,4.75,3.75,4.8,4.6,3.6,4.6,4.4,4.6,4,4.75,4.8,3.5,3.75,4.4,4.8,,,M
API-202,Empirical Methods II,"Layton, Tim",2021,Spring,39,3.28,3.68,4,2.87,4.34,3.27,3.33,3.95,3.31,3.77,3.69,3.95,3.92,4.23,4.66,3.56,3.49,3.82,3.62,,,M
API 202M Z,Empirical Methods II,"Layton, Tim",2023,Spring,35,4.66,4.89,4.69,4,4.83,4.06,4.69,4.69,3.49,4.72,4.69,4.66,4.41,4.71,4.98,,,,,4.29,4.58,M
STM-504,Building Organizational Social Capital: Informal Networks Within &,"Lazer, David",2008,Spring,7,3.44,3.44,3.44,3.44,3.44,,3.78,3.56,3.33,3.78,3,4.33,4,4.56,4.67,3.33,3.67,3.67,3.56,,,M
STM-504,Building Organizational Social Capital: Informal Networks Within &,"Lazer, David",2009,Spring,10,4.4,4.4,4.44,4.5,4.33,,3.89,4.3,3.56,4.33,4.11,4.56,4.22,4.67,4.67,3.33,3.67,4.11,4.11,,,M
PAL-213M,The Role of Congress in Shaping American Foreign Policy,"Leach, James",2008,Spring,11,4.45,4.55,4.18,4.27,4.45,,4.45,4.27,3,4.64,4.36,4.91,4.36,4.64,4.91,3.18,3.27,4.45,4.36,,,M
MLD-505M,Leading Teams for Public Impact,"Leary, Kimberlyn",2019,Fall,29,4,4.69,4,4.31,4.17,4.48,4.38,4.24,3.24,4.52,4.52,4.86,4.31,4.86,5,3.34,3.45,4.61,4.28,,,F
DEV-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2019,Spring,36,4.11,4.33,4.17,4.33,4.58,4.29,4.17,4.31,3.44,4.33,4.36,4.47,4.25,4.69,4.61,3.33,3.31,4.19,4.33,,,M
DEV-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2018,Spring,54,4.11,4.13,4.09,4.57,4.63,4,4.04,4.41,3.33,4.26,4.17,4.22,3.91,4.51,4.55,3.38,3.29,3.93,4.07,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2017,Spring,55,4.04,4,3.96,4.24,4.36,4.06,3.98,4.25,3.36,4.26,4.19,4.19,4.11,4.36,4.6,3.22,3.2,4.04,4,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2016,Fall,26,4.31,4.5,4.58,4.23,4.65,4.16,4.44,4.65,3.5,4.46,4.62,4.69,4.35,4.58,4.8,3.38,3.27,4.58,4.38,,,M
IGA-413M,The Energy-Climate Transition,"Lee, Henry",2021,Fall,21,4.2,4.5,4.55,4.3,4.6,3.9,4.55,4.5,3.55,4.4,4.6,4.5,4.65,4.85,4.75,3.65,3.3,4.75,4.5,,,M
DEV-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2022,Spring,53,4.3,4.4,4.37,4.46,4.58,4.38,4.29,4.48,3.49,4.4,4.32,4.54,4.32,4.62,4.73,3.37,3.3,4.3,4.31,,,M
DEV-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2021,Spring,39,4.33,4.46,4.41,4.54,4.64,4.23,4.5,4.56,3.53,4.49,4.62,4.45,4.46,4.49,4.64,3.26,3.16,4.51,4.44,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2016,Spring,76,3.99,4.07,4.13,4.29,4.36,,3.91,4.2,3.76,4.11,3.95,4,3.89,4.25,4.35,3.25,3.36,3.93,3.93,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2015,Fall,40,4.28,4.4,4.35,4.23,4.48,,4.28,4.48,3.35,4.48,4.38,4.45,4.4,4.65,4.82,3.56,3.59,4.48,4.38,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2014,Fall,41,3.8,3.8,3.76,3.7,4.15,,3.8,4.15,3.34,3.8,3.85,4.22,3.8,4.46,4.51,3.35,3.7,3.8,3.83,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2015,Spring,76,4.05,4.02,4.03,4.28,4.25,,3.93,4.25,3.69,4.05,4.15,4.1,3.97,4.26,4.48,3.2,3.23,4.08,3.97,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2013,Fall,65,3.93,4.09,3.96,3.96,4.19,,3.72,3.87,3.24,4.05,4.09,4.22,4.05,4.4,4.67,3.3,3.94,3.91,4.05,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in","Lee, Henry",2014,Spring,58,3.84,3.88,3.86,4.21,4.21,,3.81,4.09,3.45,3.93,4.12,3.88,3.66,4.04,4.36,3.21,3.28,3.91,3.79,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in the","Lee, Henry",2013,Spring,77,3.97,4.05,4,4.31,4.25,,3.9,4.05,3.48,4.05,4.25,3.84,3.72,4.33,4.41,3.45,3.53,3.93,4,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2012,Fall,42,3.68,3.95,4.03,3.85,4.28,,3.75,4.03,3.48,4.08,4.13,4.15,3.9,4.29,4.59,3.38,3.74,3.95,3.98,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure in the","Lee, Henry",2012,Spring,29,4.32,4.46,4.46,4.5,4.61,,4.54,4.43,3.67,4.32,4.39,4.43,4.32,4.68,4.71,3.41,3.27,4.5,4.57,,,M
IGA-410,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2011,Fall,44,3.35,3.29,3.56,3.83,3.93,,3.62,3.81,3.43,3.72,3.58,3.86,3.47,3.98,4.33,3.13,3.58,3.53,3.53,,,M
BGP-256,"Management, Finance, and Regulation of Public Infrastructure","Lee, Henry",2007,Fall,71,3.92,3.97,3.75,4.28,4.14,,3.89,4.1,3.35,3.86,3.97,4.11,3.71,4.17,4.44,3.46,3.38,3.96,3.93,,,M
PED-209,"Management, Finance, and Regulation of Public Infrastructure","Lee, Henry",2011,Spring,42,3.93,4.05,4.05,4,4.25,,3.93,4.1,3.7,4.12,4.17,4.22,3.93,4.44,4.44,3.18,3.08,4.15,3.9,,,M
IGA-310,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2010,Fall,53,3.66,3.5,3.78,4,3.94,,3.64,3.8,3.66,3.84,3.86,3.62,3.64,4.02,4.32,3.2,3.55,3.78,3.62,,,M
IGA-310,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2009,Fall,46,3.35,3.35,3.46,3.46,3.7,,3.15,3.59,3.24,3.78,3.59,3.74,3.63,4.13,4.57,3.27,3.58,3.48,3.39,,,M
BGP-256,"Management, Finance, and Regulation of Public Infrastructure","Lee, Henry",2010,Spring,57,3.93,3.88,4.09,4.25,4.32,,4.02,4.07,3.64,4.04,4.02,4.02,3.82,4.15,4.46,3.33,3.24,3.95,3.89,,,M
IGA-310,"Energy Policy: Technologies, Systems, and Markets","Lee, Henry",2009,Spring,71,3.37,3.35,3.54,3.61,3.78,,3.31,3.47,3,3.69,3.69,3.69,3.1,3.61,4.31,3.34,3.49,3.38,3.67,,,M
BGP-256,"Management, Finance, and Regulation of Public Infrastructure","Lee, Henry",2008,Fall,48,4,3.98,3.85,4.21,4.37,,3.79,4.23,3.34,4.15,4.26,4.21,3.87,4.19,4.6,3.24,3.38,3.94,4.06,,,M
IGA 413M,The Energy-Climate Transition,"Lee, Henry",2022,Fall,20,3.85,4.1,4.16,4.35,4.35,3.35,4.3,4,3.3,4.5,4.3,4,4.2,4.35,4.5,,,,,3.95,4.25,M
DEV 209,"Management, Finance, and Regulation of Public Infrastructure in Developing Countries","Lee, Henry",2023,Spring,46,4.4,4.59,4.48,4.64,4.57,4.22,4.27,4.57,3.37,4.67,4.59,4.65,4.57,4.72,4.74,,,,,4.48,4.5,M
MLD 820M,Strategies for Social Impact,"Lee, Matthew",2022,Fall,54,4.63,4.76,4.52,4.69,4.75,4.21,4.6,4.65,2.87,4.65,4.77,4.62,4.11,4.51,4.89,,,,,4.36,4.71,M
SUP-422,Introduction to the Development and Implementation of Education,"Lee, Saeyun",2013,Fall,9,2.56,2.78,3.11,3,3,,2.89,3.33,3.78,3,2.78,4,3,3.78,4.67,3.11,3.22,2.89,2.75,,,F
MLD-301,Leadership Decision Making,"Lerner, Jennifer",2021,Spring,35,4.26,4.54,4.35,4.53,4.43,4.57,4.29,4.06,3.38,4.51,4.26,4.77,4.35,4.74,4.88,3.15,3.49,4.5,4.57,,,F
MLD-301,Leadership Decision Making,"Lerner, Jennifer",2015,Fall,56,3.95,4.27,4.29,4.27,4.25,,3.71,4.15,2.84,4.34,3.61,4.43,4.07,4.77,4.85,3.42,3.6,3.91,4.21,,,F
MLD-302,"Reason, Passion, and Policymaking","Lerner, Jennifer",2015,Spring,39,3.94,4.3,4.03,4.36,4.06,,4.12,4.36,3.21,4.33,3.58,4.52,4.06,4.12,4.79,3.64,3.76,4.09,4.06,,,F
MLD-301,Professional Judgment and Decision Making,"Lerner, Jennifer",2014,Fall,40,4,4.06,4.12,4.52,4.41,,3.75,4.03,3.09,4.38,3.44,4.69,4.06,4.66,4.91,3.25,3.68,3.84,4.06,,,F
MLD-305,Emotional Influences on Decision Making: Bias and Benefit,"Lerner, Jennifer",2012,Fall,11,3.22,3.78,3.89,4.33,4,,3.67,4,3.33,4.44,3.22,4.44,3.56,4.11,4.67,2.89,2.89,3.67,3.22,,,F
MLD-600,Leadership and Management Skills: A Behavioral Science,"Lerner, Jennifer",2013,Spring,67,3.47,3.68,3.67,4.23,3.81,,3.23,3.67,2.79,4.09,3.07,4.18,3.54,3.76,4.79,3.63,3.8,3.12,3.73,,,F
MLD-307,"Trust, Emotion, Ethics, and Morality in Negotiation and Decision","Lerner, Jennifer",2009,Fall,5,4.4,4.4,4.6,4.4,4,,4,4.4,3.2,4.2,4.4,4,3.8,3.2,4.8,3.2,3.6,4.4,4.4,,,F
API-311,Emotion and Decision Making Research Laboratory,"Lerner, Jennifer",2008,Fall,4,4.25,4.75,4,4.25,4.25,,4,4.25,2.75,4.75,4.5,4.25,4.5,4.25,5,2.75,3,4.75,4,,,F
API-312,Emotion and Decision Making Research Laboratory,"Lerner, Jennifer",2009,Spring,1,5,5,4,4,5,,5,5,4,5,4,4,5,4,5,3,3,4,4,,,F
API-307,"Trust, Emotion, Ethics, and Morality in Negotiation and Decision","Lerner, Jennifer",2008,Fall,4,4.75,4.75,4.5,4.5,4.25,,4.25,4.25,2.5,4.25,4.75,4,4.5,4,4.75,3.5,3.67,4.25,4.75,,,F
MLD-301,Leadership Decision Making,"Lerner, Jennifer",2018,Spring,30,4.3,4.62,4.37,4.67,4.45,4.28,4.27,4.47,3.1,4.47,4.13,4.67,4.3,4.8,5,3.53,3.83,4.33,4.47,,,F
MLD-101,"Strategy, Structure, and Leadership in Public Service Organizations","Letts, Christine",2010,Fall,35,3.37,3.77,3.43,3.91,3.86,,3.6,3.91,3.34,3.71,3.63,3.76,3.49,4.29,4.2,3.82,3.76,3.54,3.34,,,F
MLD-101,"Strategy, Structure, and Leadership in Public Service Organizations","Letts, Christine",2009,Fall,26,4.4,4.5,4.27,4.46,4.5,,4.42,4.54,3.15,4.5,4.5,4.46,4.42,4.62,4.65,3.31,3.23,4.27,4.5,,,F
STM-101,"Strategy, Structure, and Leadership in Public Service Organizations","Letts, Christine",2008,Fall,35,4.17,4.57,4.09,4.17,4.26,,4.34,4.23,3.31,4.43,4.4,4.47,4.29,4.53,4.74,3.49,3.69,4.43,4.29,,,F
PED-250Y,Second-Year Policy Analysis Seminar,"Levy Yeyati, Eduardo",2016,Spring,15,3.8,4.07,3.47,3,4.2,,3.67,3.87,3.67,4.2,3.6,4.47,4.53,4.47,4.87,3.33,3.57,3.47,3.4,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2019,Fall,78,4.71,4.87,4.59,4.07,4.75,4.36,4.7,4.52,4.18,4.87,4.81,4.88,4.62,4.88,4.96,3.36,3.34,4.79,4.74,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2019,Fall,68,4.61,4.9,4.6,3.85,4.69,4.26,4.65,4.46,4.18,4.88,4.87,4.84,4.84,4.82,4.97,3.29,3.31,4.93,4.76,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2018,Fall,60,4.58,4.95,4.77,3.85,4.76,4.35,4.68,4.61,3.88,4.82,4.82,4.75,4.75,4.76,4.9,3.48,3.23,4.85,4.87,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2018,Fall,67,4.63,4.9,4.52,3.94,4.84,4.5,4.66,4.27,4.41,4.84,4.69,4.89,4.64,4.91,4.98,3.27,3.22,4.79,4.69,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2017,Fall,68,4.62,4.94,4.62,3.93,4.79,4.32,4.68,4.49,3.85,4.88,4.93,4.81,4.72,4.84,4.93,3.43,3.4,4.87,4.81,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2017,Fall,71,4.48,4.79,4.38,3.68,4.74,4.39,4.66,4.1,4.27,4.63,4.82,4.77,4.58,4.83,4.9,3.34,3.26,4.82,4.6,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2016,Fall,51,4.84,5,4.7,4.25,4.84,4.22,4.84,4.56,4.02,4.92,4.98,4.9,4.9,4.94,5,3.24,3.28,4.96,4.88,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2016,Fall,72,4.63,4.92,4.46,3.92,4.59,4.32,4.5,4.08,4.17,4.76,4.77,4.62,4.64,4.7,4.9,3.36,3.31,4.75,4.69,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2021,Fall,64,4.41,4.89,4.53,3.75,4.67,4.11,4.51,4.36,4.1,4.83,4.78,4.81,4.72,4.92,4.97,3.48,3.56,4.88,4.61,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2021,Fall,86,4.69,4.86,4.52,3.65,4.7,4.17,4.65,4.2,4.51,4.83,4.86,4.78,4.59,4.91,4.96,3.48,3.31,4.83,4.8,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2020,Fall,40,4.48,4.97,4.83,3.58,4.89,4.28,4.83,4.58,4.2,4.95,4.9,4.9,4.83,4.93,4.95,3.44,3.38,4.88,4.87,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2020,Fall,51,4.92,4.98,4.82,4.33,4.9,4.54,4.78,4.86,4.27,4.86,4.94,4.8,4.8,4.84,4.96,3.47,3.35,4.88,4.86,,,M
API-505M,Fundamentals of Policy Analysis and Decision Making,"Levy, Dan",2016,Spring,56,4.18,4.8,3.98,3.29,4.38,,4.3,4.3,3.39,4.54,4.63,4.67,4.48,4.75,4.84,3.38,3.56,4.52,4.39,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2015,Fall,60,4.75,4.93,4.52,4.03,4.71,,4.8,4.37,4.45,4.88,4.87,4.85,4.7,4.98,4.97,3.36,3.53,4.8,4.87,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2014,Fall,73,4.77,4.9,4.69,4.39,4.82,,4.67,4.6,4.09,4.88,4.9,4.88,4.86,4.93,4.97,3.37,3.56,4.81,4.83,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2013,Fall,72,4.78,4.96,4.46,3.96,4.7,,4.51,4.58,4.18,4.88,4.76,4.79,4.72,4.85,4.93,3.24,3.39,4.61,4.75,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2012,Fall,52,4.52,4.71,4.33,3.88,4.57,,4.56,4.08,4.65,4.65,4.56,4.87,4.79,4.94,4.96,3.22,3.1,4.73,4.65,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2011,Fall,41,4.63,4.98,4.71,3.76,4.64,,4.65,4.22,4.41,4.95,4.9,4.9,4.9,4.95,5,3.31,3.4,4.88,4.8,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2011,Fall,30,4.7,4.86,4.6,3.8,4.72,,4.77,4.17,4.6,4.77,4.83,4.83,4.57,4.7,4.83,3.11,3.46,4.83,4.77,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2007,Fall,58,4.58,4.81,4.51,4.07,4.58,,4.61,4.26,4.26,4.7,4.68,4.77,4.75,4.91,5,3.14,3.21,4.72,4.75,,,M
API-202,Empirical Methods II,"Levy, Dan",2008,Spring,48,4.32,4.8,4.52,3.52,4.46,,4.58,4.16,3.57,4.68,4.7,4.7,4.78,4.82,4.71,3.17,3.23,4.74,4.76,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2010,Fall,65,4.82,4.91,4.54,4.05,4.74,,4.69,4.64,4.47,4.89,4.84,4.83,4.83,4.92,4.97,3.19,3.24,4.8,4.94,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2010,Fall,51,4.27,4.9,4.71,3.41,4.32,,4.59,4.1,4.78,4.84,4.76,4.78,4.75,4.82,5,3,3.08,4.82,4.67,,,M
API-201,Quantitative Analysis and Empirical Methods,"Levy, Dan",2009,Fall,67,4.39,4.78,4.48,2.65,4.46,,4.33,4.15,4.36,4.7,4.69,4.75,4.55,4.76,4.91,3.15,3.15,4.52,4.6,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2009,Fall,82,4.65,4.88,4.44,3.99,4.62,,4.62,4.51,4.38,4.78,4.75,4.77,4.73,4.83,4.95,3.25,3.39,4.8,4.73,,,M
API-202,Empirical Methods II,"Levy, Dan",2009,Spring,95,4.53,4.86,4.43,3.76,4.54,,4.51,4.4,3.72,4.65,4.69,4.73,4.6,4.83,4.9,3.17,3.27,4.67,4.74,,,M
API-202,Empirical Methods II,"Levy, Dan",2009,Spring,78,4.49,4.86,4.66,3.55,4.47,,4.53,4.39,4.09,4.7,4.81,4.61,4.58,4.75,4.86,3.23,3.25,4.74,4.78,,,M
API-209,Advanced Quantitative Methods I: Statistics,"Levy, Dan",2008,Fall,71,4.63,4.82,4.31,3.73,4.61,,4.62,4.32,4.07,4.76,4.85,4.81,4.8,4.96,4.94,3.28,3.44,4.73,4.79,,,M
API 209,Advanced Quantitative Methods I Statistics,"Levy, Dan",2022,Fall,88,4.54,4.99,4.57,3.91,4.56,4.23,4.64,3.61,4.8,4.81,4.83,4.88,4.68,4.87,4.94,,,,,4.38,4.59,M
API 318,Thinking Analytically in an Uncertain World,"Levy, Dan",2022,Fall,65,4.57,4.94,4.56,4.41,4.57,4.13,4.42,4.34,4.2,4.79,4.7,4.9,4.68,4.88,4.99,,,,,4.5,4.5,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2019,Spring,43,4.4,4.56,4.47,3.76,4.43,3.51,4.19,4.16,3.37,4.56,4.23,4.21,3.77,3.74,4.84,3.53,3.74,4.23,4.26,,,M
MLD-630M,Government Turnarounds,"Liebman, Jeffrey",2018,Fall,42,4.19,4.21,3.79,4.33,4.48,3.55,4.31,4.12,3.12,4.45,3.86,4.17,3.44,3.07,4.64,3.52,3.52,4,4.33,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2018,Spring,41,4.22,4.37,4.61,3.83,4.29,3.33,4.12,4.2,3.3,4.58,3.95,4.2,3.83,3.51,4.65,3.83,3.85,4.13,4.23,,,M
MLD-630M,Government Turnarounds,"Liebman, Jeffrey",2017,Fall,33,4.24,4.61,4.06,4.55,4.42,3.47,4.42,4.5,3.12,4.56,4.41,4.56,3.97,3.87,4.88,3.56,3.69,4.53,4.27,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2017,Spring,39,4.15,4.16,4.21,3.72,4.41,3.28,3.9,4.1,3.26,4.33,4.03,3.9,3.77,3.39,4.67,3.54,3.69,4.05,4.08,,,M
API-102,"Resources, Incentives, and Choices II:  Analysis of Public Policy","Liebman, Jeffrey",2022,Spring,17,4.41,4.53,4.76,4.18,4.35,4.12,4.29,4.35,3.75,4.56,4.5,4.56,4.38,4.5,4.94,3.38,3.31,4.31,4.12,,,M
MLD-630M,Government Turnarounds,"Liebman, Jeffrey",2022,Spring,25,4.64,4.72,4.56,4.52,4.8,4.36,4.8,4.8,3.25,4.8,4.76,4.76,4.32,4.57,4.92,3.33,3.25,4.84,4.76,,,M
API-102,"Resources, Incentives, and Choices II:  Analysis of Public Policy","Liebman, Jeffrey",2021,Spring,16,4.25,4.4,4.69,4,4.38,3.75,4.19,4.31,3.47,4.56,4.63,3.94,4.13,3.63,4.5,3.5,3.56,4.31,4.31,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2016,Spring,46,4.46,4.57,4.54,4.04,4.36,,4.26,4.37,3.31,4.59,4.43,4.13,3.96,3.76,4.58,3.35,3.7,4.3,4.43,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2015,Spring,31,4.26,4.39,4.16,3.71,4.29,,4.29,4.1,3.1,4.81,4.16,4.39,3.61,4.03,4.77,3.16,3.65,4.3,4.19,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2014,Spring,30,3.83,4.13,4.1,3.47,4.13,,3.9,3.77,3.23,4.33,4.13,3.9,3.59,4,4.52,3.33,3.77,4.07,3.93,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2012,Spring,18,4.33,4.39,4.44,4.06,4.5,,4,4.33,3.33,4.72,4.33,4.56,3.67,4.33,4.89,3.33,3.47,4.28,4.24,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2008,Spring,28,4.11,4.32,4.11,3.96,4.22,,4.39,3.79,3.07,4.36,4.21,4.32,3.79,4.3,4.86,3.37,3.59,4.29,4.29,,,M
API-102,Economic Analysis of Public Policy,"Liebman, Jeffrey",2011,Spring,22,3.73,3.86,4.18,3.68,4.05,,3.55,3.82,3.68,4.09,4,3.68,3.18,4,4.41,3.64,3.82,3.82,3.86,,,M
MLD 630,Government Turnarounds,"Liebman, Jeffrey",2022,Fall,42,4.65,4.65,4.27,4.24,4.65,4.1,4.39,4.5,3.01,4.82,4.65,4.74,3.98,4.05,4.89,,,,,4.53,4.58,M
API 126,American Economic Policy,"Liebman, Jeffrey",2022,Fall,10,3,3.9,3.41,3.6,3.9,3.3,3.3,3.8,3.7,4.1,4.3,4.2,3.6,3.8,4.7,,,,,3.6,3.5,M
API 102 Z,"Resources, Incentives, and Choices II Analysis of Public Policy","Liebman, Jeffrey",2023,Spring,33,4.49,4.62,4.58,4.46,4.55,3.91,4.61,4.62,3.3,4.55,4.62,4.52,4.06,4.22,4.7,,,,,4.03,4.58,M
