,prof_search,course_code,concentration,course_name,credit,term,professor,day,time,description,course_link,mean_rating,mean_workload
120,"Jasanoff, Sheila",IGA-956Y,International and Global Affairs,"Science, Technology, and Society: Research Seminar",4,Year,"Jasanoff, Sheila",T,12:00 PM-2:00 PM,"A year-long research methods seminar in Science and Technology Studies that trains doctoral students (and postdocs) in identifying, analyzing, and writing about significant issues at the intersection of science, technology, and public policy. Students are expected to deepen their knowledge of major STS analytic frameworks, present their own research, read and critique other students' writings, and prepare occasional short analytic pieces for online publication. The seminar is open by permission of the instructor. Those interested in enrolling should email a short statement to the instructor describing their interest prior to the start of classes.
  
Please note, this is one half of a yearlong course. Students enrolled in the fall section will automatically be enrolled in the spring section.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Sheila Jasanoff %20)%22%2C%22DeepLink%22%3Afalse%7D,4.42,2.92
121,"Jasanoff, Sheila",IGA-518,International and Global Affairs,Knowledge As Power in Law and Science,4,Fall,"Jasanoff, Sheila",TBA,TBA,"How is expertise produced, disseminated, controlled and challenged? How do experts combine knowledge, common-sense, analytics, argument, lifestyle, character? How does expertise write itself into power--or submission? Through what moves does expertise become rulership? What is the work of disciplinary formations and the professions in reproducing practices of knowledge-making and professional judgment? How ought one to go about mapping the political implications of expertise, and how interpret the stakes in choosing an expert vernacular? We will read and discuss literature from social theory, from law, and from science and technology studies which bears on these questions, alongside case studies of ""expertise"" in action in a variety of professional, scientific, and lay settings. Cross registration by students from other University departments strongly encouraged. Requirements: students will be expected to prepare and participate in weekly discussions and write a final essay. The seminar is open by permission of the instructors. Those interested in enrolling should address a short statement to one of the two instructors describing their interest. 
  
Also offered by the Law School as 2082. Please note, this is a jointly offered course hosted by another Harvard school and, accordingly, students must adhere to the academic and attendance policies of that school.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Sheila Jasanoff %20)%22%2C%22DeepLink%22%3Afalse%7D,4.42,2.92
122,"Jensen, Anders",DEV-250Y A,International Development,Second-Year Policy Analysis Seminar,6,Year,"Jensen, Anders",Th,3:00 PM-4:15 PM,"This is a required second-year paper for students in the MPA/ID program, aimed at integrating course work through the application of analytic tools to a policy and institutional problem. The goal is to produce recommendations for policymakers that are technically rigorous, practical, and politically relevant. Students will work with seminar leaders and faculty advisors to conceptualize policy and institutional problems for a client. Some students establish a real relationship with a client, but this is not required, as the focus is on defining and analyzing an important issue that is amenable to the range of techniques developed in course work. This is not a consultancy exercise. Students develop a conceptual and empirical strategy, and undertake a mix of technical, political, and implementation-related analysis in the process of preparation of a draft and final report. There is also substantial emphasis on effective presentation, in both the writing and oral presentations.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Anders Jensen %20)%22%2C%22DeepLink%22%3Afalse%7D,4.39,3.6
123,"Kayden, Jerold",SUP-663,Social and Urban Policy,Land Use and Environmental Law,4,Fall,"Kayden, Jerold",TBA,TBA,"As a scarce and necessary resource, land triggers competition and conflict over its possession and use. For privately owned land, the market manages much of the competition through its familiar allocative price-setting framework. However, because one person’s use of land affects individual and collective interests of others and market mechanisms alone do not always protect or promote such interests, laws enacted by legislative bodies, administered by government agencies, and reviewed by courts have arisen to fill the gap. Encompassed in local ordinances, higher-level legislation, administrative rules, discretionary government decisions, constitutions, and judicial opinions, land use laws and environmental laws significantly shape the built and natural environment. For example, zoning’s use and density restrictions affect whether neighborhoods are demographically diverse or homogeneous, its height and setback restrictions sculpt the skyline. Environmental laws govern the extent to which land uses pollute air, water, and land, whether habitat is available for endangered species, and whether wetlands are preserved. Recently enacted laws are beginning to address the impacts of climate change, determining whether and how individuals may build or rebuild in areas vulnerable to floods, severe storms, forest fires, heat waves, and droughts. Through lectures, discussions, readings, and a written exercise, this course provides students with a working knowledge of land use laws and environmental laws, the institutions that create, implement, and review them, and the issues that swirl around them. The course distinguishes law’s method from those employed by other disciplines and fields. The role of non-lawyers, including urban planners, designers, public policymakers, developers, and community activists in influencing, drafting, and implementing land use and environmental laws, is explored. No prior legal background is assumed. Students with a legal background have found the course instructive. For pedagogical reasons, laws employed in the United States will be the main references, but comparisons with laws in other countries will be regularly made. Reading assignments are drawn from primary sources (legislation, constitutions, judicial opinions) and secondary sources (law review and journal articles, book excerpts, professional reports). A written exercise asks students to critically examine one provision of a zoning law and draft its replacement. An oral final exam will test overall fluency with the course subject matter. Also offered by the Graduate School of Design as SES-05206. Permission of the instructor required. Please note, this is a jointly offered course hosted by another Harvard school and, accordingly, students must adhere to the academic and attendance policies of that school.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Jerold Kayden %20)%22%2C%22DeepLink%22%3Afalse%7D,4.64,2.82
124,"Mandell, Brian",MLD-220M A,"Management, Leadership, and Decision Sciences",Fundamentals of Negotiation Analysis and Practice,2,Fall 1,"Mandell, Brian",M/W/F,9:00 AM-10:15AM M/W; 9:00AM-11:45AM F,"Students will apply the negotiation-analytic framework to ongoing, real-world negotiation challenges as policy entrepreneurs. Specifically, students will examine the structure, context, and role of key stakeholders in a broad range of public policy negotiations (both domestic and international) to diagnose barriers to agreement and opportunities for crafting innovative solutions.
 

 Through analysis of case studies and in weekly negotiation exercises, students will address the challenges of creating and claiming value, managing conflict escalation, and building deal-driving coalitions. Cumulative, experiential skill-building opportunities will allow students to practice their powers of persuasion, experiment with a variety of tactics and strategies, be exposed to situations involving a shifting mix of cooperation and competition, and face important ethical choices. The exercises will strengthen students' ability to set the negotiating table, manage trade-offs and concessions necessary for agreement, and secure commitment to favorable outcomes.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Brian Mandell %20)%22%2C%22DeepLink%22%3Afalse%7D,4.49,4.68
125,"Mandell, Brian",MLD-220M C,"Management, Leadership, and Decision Sciences",Fundamentals of Negotiation Analysis and Practice,2,Fall 1,"Mandell, Brian",M/W/F,12:00 PM-1:15 PM M/W; 9:00AM-11:45AM F,"Students will apply the negotiation-analytic framework to ongoing, real-world negotiation challenges as policy entrepreneurs. Specifically, students will examine the structure, context, and role of key stakeholders in a broad range of public policy negotiations (both domestic and international) to diagnose barriers to agreement and opportunities for crafting innovative solutions.
 

 Through analysis of case studies and in weekly negotiation exercises, students will address the challenges of creating and claiming value, managing conflict escalation, and building deal-driving coalitions. Cumulative, experiential skill-building opportunities will allow students to practice their powers of persuasion, experiment with a variety of tactics and strategies, be exposed to situations involving a shifting mix of cooperation and competition, and face important ethical choices. The exercises will strengthen students' ability to set the negotiating table, manage trade-offs and concessions necessary for agreement, and secure commitment to favorable outcomes.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Brian Mandell %20)%22%2C%22DeepLink%22%3Afalse%7D,4.49,4.68
126,"McKenna, Liz",MLD-370,"Management, Leadership, and Decision Sciences",The Art and Science of Social Change,4,Fall,"McKenna, Liz",M/W,3:00 PM-4:15 PM,"In an era of uncertainty about the state of democracy around the globe, people have poured into the streets to pressure governments to be more responsive to their needs. Yet the overwhelming response to these public outcries is stasis. Why are some forms of collective action more effective than others? What does it take to build and sustain a successful social movement? This elective will combine aspects of a seminar and field lab course. Discussion-based lectures will provide an overview of the science of social change, examining historical and contemporary cases of social, labor, and political movements from around the world. We will cover findings that are generally viewed as well-established and questions that remain unsettled. Coursework will focus on key debates and distinctions, including: the difference between organizing and mobilizing, movement emergence, whether and how movements build sustained—as opposed to flash-in-the-pan—structures to contest power, and the role of culture, media, and technology in collective action. A second element of the course is designed as an experiential learning lab. Students will explore how course concepts work in practice by selecting an existing social movement organization (domestic or international) and analyzing a challenge its leaders face. Projects may address movement narratives, organizational structure and governance, leadership development, strategy and tactics, learning and adaptation, political contestation, power mapping, data analysis, or other issues related to the course content. A background or interest in social movements or organizing (demonstrated through prior experience or coursework such MLD-377 or MLD-378), mixed methods (API-203MB or C), or similar classes/applied work experience is recommended but not required. This course is well-suited for MPPs and MPA/IDs interested in working with a civic, political, or advocacy organization for their PAE or SYPA. Throughout the semester, we will have occasional guest speakers who will share their experience and insights from social movement organizing research and practice.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Liz McKenna %20)%22%2C%22DeepLink%22%3Afalse%7D,4.74,3.67
127,"Meltzer, Rachel",API-505,Analysis of Policies and Institutions,Policy Analysis: A Tool for Evidence-Based Decision Making,4,Fall,"Meltzer, Rachel",TBA,TBA,"Policy analysis is problem solving. It involves making systematic comparisons across a set of alternatives to address a particular policy or planning problem, usually in the face of time and resource constraints. Typically, policy analysis is done to provide advice to a client, organization, or another decision-maker in the face of a public problem or crisis. It involves rapid response, quickly orienting yourself to new and changing topics that often are complex and controversial. How to develop doable solutions that target the core problem at hand? How to weigh the many competing trade-offs among diverse stakeholders? How to balance innovation with pragmatism? In this class we will develop strategies to address these, and other, challenges. While the course will emphasize the development of a stage-based analytical approach, we will also discuss alternative models of policy analysis and consider critical perspectives from political science, behavioral science and design fields. Based largely on case discussions, the class will explore the choices facing decision makers in the public and nonprofit sectors in the US and abroad with regard to a wide range of issues, including public health, environmental protection, urban development, transportation and infrastructure. We will also have a unit on cost benefit analysis and how to incorporate it into this analytical toolbox. We will approach CBA from a critical perspective and consider its limitations in the face of scarce information and equity concerns. This is a methods course: we will use a variety of cases to practice and become nimble in the logic and techniques behind policy analysis, rather than becoming an expert in any one subject area. Students will develop their own analyses and learn how to communicate them in written memos, oral argument, and visual presentations. The course will culminate in a team project in which students conduct a simulated policy analysis exercise on a current issue. This course is not open to MPP students.
  
 

  Also offered by the Graduate School of Design as SES-5441. Please note, this is a jointly offered course hosted by another Harvard school and, accordingly, students must adhere to the academic and attendance policies of that school.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Rachel Meltzer %20)%22%2C%22DeepLink%22%3Afalse%7D,3.82,3.56
128,"Minson, Julia",MLD-220M B,"Management, Leadership, and Decision Sciences",Fundamentals of Negotiation Analysis and Practice,2,Fall 1,"Minson, Julia",M/W/F,9:00 AM-10:15AM M/W; 9:00AM-11:45AM F,"A core premise of this course is that great negotiators are not born, but made through considered, evidence-based skill building. Throughout this module, students will learn how to apply analytical skills to gain a strategic understanding of negotiation contexts alongside learning empirically validated techniques for advancing their interests. Drawing on core principles of behavioral science, students will improve their ability to understand and predict the behavior of individuals, groups, and organizations in competitive and collaborative situations.
 

 Students will conduct regular simulated negotiations across a broad spectrum of scenarios in order to practice the application of negotiation principles. These simulations will involve a variety of scale and power dynamics, designed to build understanding, capability, and confidence to achieve better outcomes in all negotiations. Through this extensive practice, students will gain a deep understanding of the strategic structure of negotiations and think critically about interests, goals, positions, alternatives, and power.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Julia Minson %20)%22%2C%22DeepLink%22%3Afalse%7D,4.65,3.11
129,"Minson, Julia",MLD-220M D,"Management, Leadership, and Decision Sciences",Fundamentals of Negotiation Analysis and Practice,2,Fall 1,"Minson, Julia",M/W/F,12:00 PM-1:15 PM M/W; 9:00AM-11:45AM F,"A core premise of this course is that great negotiators are not born, but made through considered, evidence-based skill building. Throughout this module, students will learn how to apply analytical skills to gain a strategic understanding of negotiation contexts alongside learning empirically validated techniques for advancing their interests. Drawing on core principles of behavioral science, students will improve their ability to understand and predict the behavior of individuals, groups, and organizations in competitive and collaborative situations.
 

 Students will conduct regular simulated negotiations across a broad spectrum of scenarios in order to practice the application of negotiation principles. These simulations will involve a variety of scale and power dynamics, designed to build understanding, capability, and confidence to achieve better outcomes in all negotiations. Through this extensive practice, students will gain a deep understanding of the strategic structure of negotiations and think critically about interests, goals, positions, alternatives, and power.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Julia Minson %20)%22%2C%22DeepLink%22%3Afalse%7D,4.65,3.11
130,"Monga, Celestin",DEV-250Y C,International Development,Second-Year Policy Analysis Seminar,6,Year,"Monga, Celestin",Th,12:00 PM-1:15 PM,"This is a required second-year paper for students in the MPA/ID program, aimed at integrating course work through the application of analytic tools to a policy and institutional problem. The goal is to produce recommendations for policymakers that are technically rigorous, practical, and politically relevant. Students will work with seminar leaders and faculty advisors to conceptualize policy and institutional problems for a client. Some students establish a real relationship with a client, but this is not required, as the focus is on defining and analyzing an important issue that is amenable to the range of techniques developed in course work. This is not a consultancy exercise. Students develop a conceptual and empirical strategy, and undertake a mix of technical, political, and implementation-related analysis in the process of preparation of a draft and final report. There is also substantial emphasis on effective presentation, in both the writing and oral presentations.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Celestin Monga %20)%22%2C%22DeepLink%22%3Afalse%7D,3.4,3.18
131,"Patterson, Thomas",DPI-150Y,"Democracy, Politics and Institutions","Seminar: Democracy, Politics, and Institutions",4,Year,"Patterson, Thomas",Th,3:00 PM-4:15 PM,"This seminar is designed to support MPP-2 students writing their Policy Analysis Exercise in the areas of democracy, politics, and institutions. The course is structured to support students as they identify the topic on which they will focus, clarify the problem they will be addressing, develop a strategy to gather information to address the problem, analyze their findings, develop recommendations, and produce the final product. Over the fall we will focus the class sessions on gaining an understanding of what a PAE is, clarifying the problem each student will address, and identifying and developing the research methods needed to study the problem. In the second semester we will focus on producing your final PAE: writing useful first drafts and refining them, effectively using graphics, and persuasively presenting your analysis and recommendations both orally and in writing. Students work individually or in small groups on a project that they select. Open only to MPP2 students. Open to MPP2 students only.
  
 

  Please note, this is one half of a yearlong course. Students enrolled in the fall section will automatically be enrolled in the spring section.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Thomas Patterson %20)%22%2C%22DeepLink%22%3Afalse%7D,4.5,3.16
132,"Reinhart, Carmen",DEV-250Y B,International Development,Second-Year Policy Analysis Seminar,6,Year,"Reinhart, Carmen",Th,3:00 PM-4:15 PM,"This is a required second-year paper for students in the MPA/ID program, aimed at integrating course work through the application of analytic tools to a policy and institutional problem. The goal is to produce recommendations for policymakers that are technically rigorous, practical, and politically relevant. Students will work with seminar leaders and faculty advisors to conceptualize policy and institutional problems for a client. Some students establish a real relationship with a client, but this is not required, as the focus is on defining and analyzing an important issue that is amenable to the range of techniques developed in course work. This is not a consultancy exercise. Students develop a conceptual and empirical strategy, and undertake a mix of technical, political, and implementation-related analysis in the process of preparation of a draft and final report. There is also substantial emphasis on effective presentation, in both the writing and oral presentations.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Carmen Reinhart %20)%22%2C%22DeepLink%22%3Afalse%7D,4.45,4.0
133,"Sen, Maya",DPI-505,"Democracy, Politics and Institutions","The Supreme Court, Law, and Public Policy",4,Fall,"Sen, Maya",TBA,TBA,"Learning how courts interpret policy has become an important component of the policymaker's toolkit. This course aims to introduce students to how Constitutional interpretation touches upon pressing policy questions of today. Students will engage with what courts expect to see from policymakers, while also learning how to read cases from a lawyer's perspective. Topics covered include federalism, LGBT rights, race and ethnicity, criminal justice issues, voting rights, and political questions. Texts will include cases decided by the Supreme Court, including recent cases from recent terms, and also contemporary scholarship on judicial politics and decision making. Throughout, the emphasis will be on what policy makers can expect from the courts in terms of federal and state policy interpretation.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Maya Sen %20)%22%2C%22DeepLink%22%3Afalse%7D,4.16,4.55
134,"Shepard, Mark",SUP-940Y,Social and Urban Policy,Economics and Social Policy Graduate Student Workshop,0,Year,"Shepard, Mark",TBA,TBA,"Participants discuss recent research in the economics of social policy and present their own work in progress to get feedback from faculty and peer students. Enrollment is open to doctoral students who have completed first-year PhD microeconomics and econometrics courses. Please note, this is one half of a yearlong course. Students enrolled in the fall section will automatically be enrolled in the spring section.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Mark Shepard %20)%22%2C%22DeepLink%22%3Afalse%7D,4.73,3.48
